use evern; 
INSERT INTO roles (nombre) VALUES ('Admin'); 
INSERT INTO roles (nombre) VALUES ('User'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Ornithology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Entomology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Helmitology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Herpetology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Ichthyology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Theriology'); 
INSERT INTO specializacion (nombre_especializacion) VALUES ('Botany'); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'L4nldEm31d@gmail.com', 'Nichole', 'zTUs6n4u5x', 391, 451637888, '2017-03-07', 'Wheeler', '2017-03-07', 'L4nldEm31d', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'VictoriousObsequious@gmail.com', 'Elvis', '8RwL2HWXAUQ', 337, 679859777, '2017-03-07', 'Maynard', '2017-03-07', 'VictoriousObsequious', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'VanObsequious@gmail.com', 'Klaudia', '73wjY72nczR', 528, 716969041, '2017-03-07', 'Webster', '2017-03-07', 'VanObsequious', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Obsequiouschenko@gmail.com', 'Cooper', 'HnCJzhjRBFy', 696, 884235066, '2017-03-07', 'Horton', '2017-03-07', 'Obsequiouschenko', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'c4uldr0n73nu0u5@gmail.com', 'Demi-Leigh', 'V3J5n5ePUGK', 385, 910583113, '2017-03-07', 'Rigby', '2017-03-07', 'c4uldr0n73nu0u5', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Glisteningluo@gmail.com', 'Balraj', 'c4v7KrvH9bT', 879, 729606191, '2017-03-07', 'Atkinson', '2017-03-07', 'Glisteningluo', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'j45m1n36l1573n1n6@gmail.com', 'Danyaal', 'uVKPaP33sVV', 962, 533812861, '2017-03-07', 'Mcculloch', '2017-03-07', 'j45m1n36l1573n1n6', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'gunn3r3xul74n7@gmail.com', 'Ioan', 'fjekrQdtRFP', 818, 180522585, '2017-03-07', 'Mcarthur', '2017-03-07', 'gunn3r3xul74n7', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'VanGlistening@gmail.com', 'Alastair', 'tdwudZ8Cy73', 0, 469458408, '2017-03-07', 'Phillips', '2017-03-07', 'VanGlistening', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'ExuerAlhan@gmail.com', 'Fabian', 'W8LGsatWHJG', 586, 570876144, '2017-03-07', 'Lyons', '2017-03-07', 'ExuerAlhan', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Cyugunner@gmail.com', 'Humairaa', 'fPUVZ83Qw89', 66, 673108317, '2017-03-07', 'Workman', '2017-03-07', 'Cyugunner', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Woviuss@gmail.com', 'Amin', 'aE94qj87Eyj', 275, 739690088, '2017-03-07', 'Byrne', '2017-03-07', 'Woviuss', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Olkyowu@gmail.com', 'Giorgia', 'cC3Q6BVKDVH', 666, 118773365, '2017-03-07', 'Fischer', '2017-03-07', 'Olkyowu', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Exultantstrom@gmail.com', 'Micah', 'fRghHzjnxVx', 545, 631324501, '2017-03-07', 'Rosales', '2017-03-07', 'Exultantstrom', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Alydardesu@gmail.com', 'Maariyah', 'TKCYt47c9xm', 453, 679640134, '2017-03-07', 'Guzman', '2017-03-07', 'Alydardesu', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Kiecogo@gmail.com', 'Shivani', 'LrykP9aWZRC', 747, 864004414, '2017-03-07', 'Lott', '2017-03-07', 'Kiecogo', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'DasStatuesque@gmail.com', 'Sid', '2zRqewuaSVs', 565, 572850367, '2017-03-07', 'Mcloughlin', '2017-03-07', 'DasStatuesque', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'SnapAlydar@gmail.com', 'Colin', '6RCeXYjgXgeJ', 796, 20576988, '2017-03-07', 'Gillespie', '2017-03-07', 'SnapAlydar', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Potatodei@gmail.com', 'Kaylan', 'Q4Y8brMRckZU', 373, 247212529, '2017-03-07', 'Potts', '2017-03-07', 'Potatodei', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Raigeyn@gmail.com', 'Abul', 'P75vE9nj6CQH', 186, 665404010, '2017-03-07', 'Daly', '2017-03-07', 'Raigeyn', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Deolaur@gmail.com', 'Varun', '5Tm94bkNCVTe', 188, 842751648, '2017-03-07', 'Nicholson', '2017-03-07', 'Deolaur', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Kaesaus@gmail.com', 'Diane', 'J7Ya96x6grUG', 820, 341295783, '2017-03-07', 'Fitzpatrick', '2017-03-07', 'Kaesaus', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Pleearsplitting@gmail.com', 'Saara', 'bBPxqwHR2uGT', 688, 601003908, '2017-03-07', 'Carson', '2017-03-07', 'Pleearsplitting', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'TriteWry@gmail.com', 'Elle-May', 'qaXJQkUgsUvK', 561, 50392823, '2017-03-07', 'Morrow', '2017-03-07', 'TriteWry', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'TheVagabondEarsplitting@gmail.com', 'Josephine', 'B8HPD5shtFY3', 129, 854962049, '2017-03-07', 'Rennie', '2017-03-07', 'TheVagabondEarsplitting', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Fiepotato@gmail.com', 'Dina', 'hszqsUySQZDk', 660, 972901559, '2017-03-07', 'Taylor', '2017-03-07', 'Fiepotato', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', '7w33t2199y@gmail.com', 'Suhail', 'rucZWVHzWNCy', 602, 477577887, '2017-03-07', 'Timms', '2017-03-07', '7w33t2199y', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Xaitays@gmail.com', 'Martina', 'NSLZLwGd25w5', 480, 427590260, '2017-03-07', 'Nunez', '2017-03-07', 'Xaitays', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Iruslou@gmail.com', 'Brooklyn', 'VKLh287MfrEV', 879, 917728271, '2017-03-07', 'Winters', '2017-03-07', 'Iruslou', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'WryonNemos@gmail.com', 'Clarice', 'B97hyDchxhrX', 167, 327951534, '2017-03-07', 'Pate', '2017-03-07', 'WryonNemos', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Roduxeo@gmail.com', 'Riaan', 'Tdy3PMVHjbrN', 643, 202550561, '2017-03-07', 'Kline', '2017-03-07', 'Roduxeo', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Wrypye@gmail.com', 'Keith', 'bJ7hvytbswNr', 187, 637937495, '2017-03-07', 'Easton', '2017-03-07', 'Wrypye', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Guainxo@gmail.com', 'Dianne', 'jmCjd9BafAWm', 118, 535054135, '2017-03-07', 'Gunn', '2017-03-07', 'Guainxo', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'BowTheHabitual@gmail.com', 'Aroush', 'MzVdYNpBdu5E', 880, 581174000, '2017-03-07', 'Charlton', '2017-03-07', 'BowTheHabitual', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Brewry@gmail.com', 'Edmund', 'MJuQjnrtVz7e', 402, 365913898, '2017-03-07', 'Hebert', '2017-03-07', 'Brewry', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Zippychenko@gmail.com', 'Debra', 'wXJAeMyAEVfY', 445, 607560053, '2017-03-07', 'Mccartney', '2017-03-07', 'Zippychenko', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Syuremington@gmail.com', 'Junaid', 'Qer76FBuU7VK', 23, 68352235, '2017-03-07', 'Connolly', '2017-03-07', 'Syuremington', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Wry0nR3mry@gmail.com', 'Aubrey', 'SyfW2LMKWdHX', 27, 371158923, '2017-03-07', 'Roberts', '2017-03-07', 'Wry0nR3mry', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Onerouspai@gmail.com', 'Rio', 'LKTf6jQL8PEp', 522, 595015552, '2017-03-07', 'Alfaro', '2017-03-07', 'Onerouspai', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'ZipetTwepy@gmail.com', 'Maxwell', 'jancrApDRgUP', 789, 223286641, '2017-03-07', 'Andrews', '2017-03-07', 'ZipetTwepy', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Raohutu@gmail.com', 'Milton', 'TLZvvGbURhpZ', 71, 745751756, '2017-03-07', 'Bray', '2017-03-07', 'Raohutu', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Remingtongey@gmail.com', 'Jamie-Leigh', 'NmJZhxwrLF98', 163, 974704916, '2017-03-07', 'Webster', '2017-03-07', 'Remingtongey', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Kueasto@gmail.com', 'Dione', 'NXZM9ykLNCCm', 443, 925194829, '2017-03-07', 'Kerr', '2017-03-07', 'Kueasto', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Fahieko@gmail.com', 'Aran', 'hJNj7yy5X6QA', 663, 930824027, '2017-03-07', 'Holman', '2017-03-07', 'Fahieko', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Dyevivi@gmail.com', 'Elsa', 'Rm9MPHRGEMU2', 845, 519062672, '2017-03-07', 'Levine', '2017-03-07', 'Dyevivi', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'WryonRemry@gmail.com', 'Jennie', 'ayBXpME3FVtc', 933, 453822381, '2017-03-07', 'Mccarthy', '2017-03-07', 'WryonRemry', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Wocahes@gmail.com', 'Jayce', 'G9tUmmkJ34T3', 404, 268074879, '2017-03-07', 'Key', '2017-03-07', 'Wocahes', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'VonOnerous@gmail.com', 'Miles', '4KVukKSYgnfk', 939, 555588624, '2017-03-07', 'Watson', '2017-03-07', 'VonOnerous', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Doucavo@gmail.com', 'Tonisha', '2VPwjBMkyeAh', 354, 268396015, '2017-03-07', 'Noel', '2017-03-07', 'Doucavo', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Coherentstrom@gmail.com', 'Ema', 'dWZdtVaFFHwq', 462, 275392977, '2017-03-07', 'Marin', '2017-03-07', 'Coherentstrom', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'JadmeoOwed@gmail.com', 'Tyron', 'XvjeGGK5QeJj', 191, 477511290, '2017-03-07', 'Hess', '2017-03-07', 'JadmeoOwed', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Menerio@gmail.com', 'Lewie', 'N3u3hzw2as7T', 308, 846193735, '2017-03-07', 'Barrow', '2017-03-07', 'Menerio', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'DeafeningZippy@gmail.com', 'Darcie', 'VcFNXR2rWqmq', 345, 854440536, '2017-03-07', 'Whiteley', '2017-03-07', 'DeafeningZippy', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Gesifou@gmail.com', 'Tanya', 'F9SLwQ8D9WNE', 881, 903485222, '2017-03-07', 'Burn', '2017-03-07', 'Gesifou', 3); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Alroden@gmail.com', 'Ocean', 'YZ9JFcYMmxBU', 147, 513196717, '2017-03-07', 'Milne', '2017-03-07', 'Alroden', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'DasJaded@gmail.com', 'Humayra', 'vFbdbQ88kGTy', 55, 240593564, '2017-03-07', 'Ortiz', '2017-03-07', 'DasJaded', 2); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'CohonXoymu@gmail.com', 'Mark', 'q4zG7CrJ2Sjw', 127, 518395523, '2017-03-07', 'Sexton', '2017-03-07', 'CohonXoymu', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Lecugeu@gmail.com', 'Edison', 'gy5thsV76E6J', 473, 864326467, '2017-03-07', 'Ross', '2017-03-07', 'Lecugeu', 7); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Meowdesu@gmail.com', 'Lachlan', 'qeXWQzzLUhD9', 931, 201921887, '2017-03-07', 'Snyder', '2017-03-07', 'Meowdesu', 4); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Flumues@gmail.com', 'Amani', 'yh9Y2d9PeRX3', 710, 354883189, '2017-03-07', 'Reese', '2017-03-07', 'Flumues', 6); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'Coherentchenko@gmail.com', 'Lillie-Mai', 'gBWN86mvg7Wg', 392, 129560007, '2017-03-07', 'Calhoun', '2017-03-07', 'Coherentchenko', 5); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'GiggleDandelion@gmail.com', 'Rahim', 'JhuDHYLnjRTM', 532, 96492914, '2017-03-07', 'Reed', '2017-03-07', 'GiggleDandelion', 1); 
INSERT INTO experto (nombre_empresa, email, nombre, password, extension_telefono, num_telefono, fecha_registro, apellido, fecha_modificacion, username, specialization_id) VALUES ('evern', 'TheStatuesqueDemonic@gmail.com', 'Georgia', 'qMYsrwYDWYd9', 80, 694754841, '2017-03-07', 'Trevino', '2017-03-07', 'TheStatuesqueDemonic', 4); 
